vendor,wf_sharpe,naive_sharpe,selection_cost,config_switches,modal_config,modal_config_frac,n_folds,wf_sharpe_per_fold,seed,true_ic,kind,rank
vendor_00,0.886027984080372,1.5887294814700468,0.7027014973896748,5,smooth5_top25,0.25,8,-1.271;0.068;-0.651;2.310;1.444;3.527;0.616;0.641,24,0.05,REAL,1
vendor_01,0.886027984080372,1.5887294814700463,0.7027014973896744,5,smooth5_top25,0.25,8,-1.271;0.068;-0.651;2.310;1.444;3.527;0.616;0.641,24,0.04,REAL,2
vendor_03,0.7300505111686599,1.1890038067842834,0.4589532956156235,6,smooth5_top25,0.25,8,-1.157;-0.334;-0.300;2.567;0.531;1.925;2.120;0.454,24,0.025,REAL,3
vendor_07,0.6758824493407432,0.5551178999097421,-0.12076454943100101,2,smooth5_top25,0.625,8,1.683;3.344;-1.200;1.032;-0.312;-0.639;1.274;0.574,24,0.0,fake,4
vendor_08,0.4107151989591345,0.4107151989591345,0.0,0,smooth1_top25,1.0,8,2.448;0.394;1.414;1.329;1.323;-1.792;-0.821;-0.930,24,0.0,fake,5
vendor_04,0.35452222304293546,0.7367370583388267,0.3822148352958913,4,smooth20_top25,0.25,8,0.040;-1.017;0.781;1.531;0.344;0.818;2.081;-1.380,24,0.01,REAL,6
vendor_06,0.331731563596733,0.4941056365393683,0.16237407294263528,5,smooth5_top25,0.5,8,-0.077;1.033;-1.925;0.039;-1.201;2.150;1.329;0.313,24,0.0,fake,7
vendor_02,0.28232459297006535,1.077068399833299,0.7947438068632338,4,smooth1_top25,0.25,8,-1.706;0.311;-1.443;2.566;1.569;1.211;0.504;-0.590,24,0.03,REAL,8
vendor_05,0.15254929376160725,0.3135192107718,0.16096991701019275,4,smooth5_top25,0.375,8,-0.092;1.732;0.748;-2.028;0.870;-0.855;-0.279;2.172,24,0.0,fake,9
vendor_11,0.1497890334811794,0.9525394603375219,0.8027504268563426,2,smooth1_top50,0.625,8,1.042;-3.817;1.372;1.831;2.420;1.626;-1.730;-1.387,24,0.0,fake,10
vendor_09,-0.04540537650347759,0.3271454996097062,0.37255087611318377,5,smooth5_top50,0.5,8,-0.300;0.738;-0.692;-0.830;1.150;2.653;-3.898;0.564,24,0.0,fake,11
vendor_10,-0.5798309361803164,-0.20453221292773324,0.3752987232525832,5,smooth20_top50,0.375,8,1.287;0.741;-1.859;-2.350;0.120;-1.524;-0.180;-0.991,24,0.0,fake,12
vendor_02,2.265082964904957,2.3383077786548605,0.07322481374990364,5,smooth5_top25,0.25,8,2.232;1.180;1.250;3.648;1.992;2.954;1.968;2.662,25,0.03,REAL,1
vendor_00,1.9900894348056342,2.474155285431956,0.4840658506263218,4,smooth1_top25,0.375,8,1.351;1.300;1.032;3.240;3.197;2.062;0.663;3.325,25,0.05,REAL,2
vendor_01,1.9900894348056342,2.474155285431956,0.4840658506263218,4,smooth1_top25,0.375,8,1.351;1.300;1.032;3.240;3.197;2.062;0.663;3.325,25,0.04,REAL,3
vendor_04,1.007869791421482,1.1921295018047202,0.18425971038323818,4,smooth20_top50,0.375,8,1.724;0.921;-1.814;3.578;1.633;0.781;0.616;0.880,25,0.01,REAL,4
vendor_05,0.7359021582116162,1.2075029120920426,0.47160075388042644,6,smooth20_top25,0.375,8,-0.769;0.445;0.635;0.813;0.744;0.679;2.942;1.524,25,0.0,fake,5
vendor_03,0.5779414517161003,1.4027626426119986,0.8248211908958982,5,smooth20_all,0.375,8,-0.638;-0.009;0.695;3.297;-0.326;-0.760;0.484;2.193,25,0.025,REAL,6
vendor_09,0.4623542194261822,0.5449146689416886,0.0825604495155064,3,smooth20_all,0.375,8,-1.173;0.680;0.502;1.290;0.204;0.142;1.370;1.204,25,0.0,fake,7
vendor_11,0.40791804697103284,0.3315988550656791,-0.07631919190535374,4,smooth5_top25,0.375,8,1.991;1.540;-2.594;-3.214;-0.416;2.611;0.638;0.370,25,0.0,fake,8
vendor_07,0.14116680858729208,0.6213196131308878,0.4801528045435957,4,smooth20_all,0.375,8,-0.239;1.187;1.783;-1.493;-0.595;-0.368;0.107;1.297,25,0.0,fake,9
vendor_08,-0.007632577171612276,0.417970562303465,0.4256031394750773,6,smooth5_top25,0.375,8,-0.127;1.286;0.656;-2.011;-1.590;0.317;0.200;0.325,25,0.0,fake,10
vendor_10,-0.0684967017336072,0.7696754642315038,0.838172165965111,5,smooth1_top50,0.375,8,-0.818;0.179;0.199;0.514;0.274;0.762;-0.288;-1.300,25,0.0,fake,11
vendor_06,-0.9828185252509666,-0.4234670292391856,0.5593514960117809,3,smooth20_top25,0.5,8,-2.288;-2.147;-1.404;-0.633;-2.205;0.303;0.169;0.304,25,0.0,fake,12
vendor_00,2.015369069042941,2.3094199220263882,0.29405085298344735,3,smooth1_top25,0.375,8,4.103;2.782;1.736;1.396;1.817;2.357;0.849;0.685,26,0.05,REAL,1
vendor_01,1.3375744709704065,1.6215715508079225,0.283997079837516,5,smooth5_top50,0.5,8,2.288;3.085;0.718;1.786;1.065;0.296;2.603;-1.283,26,0.04,REAL,2
vendor_02,1.128455889578717,1.2561876147435982,0.1277317251648813,4,smooth1_top25,0.375,8,0.456;2.443;-0.086;2.022;0.295;1.037;2.173;0.589,26,0.03,REAL,3
vendor_09,0.9298595033542353,0.8453417710661146,-0.08451773228812065,3,smooth1_top50,0.5,8,0.680;-0.830;2.109;1.000;2.106;-0.648;2.570;0.624,26,0.0,fake,4
vendor_03,0.6154829442075714,1.341952970978697,0.7264700267711256,7,smooth1_all,0.25,8,2.201;1.840;-2.591;1.128;-1.475;2.208;1.105;0.587,26,0.025,REAL,5
vendor_06,0.5748444788328271,0.9147318678029032,0.3398873889700761,6,smooth20_all,0.25,8,-1.042;3.119;-0.271;1.154;-1.022;0.773;0.145;0.671,26,0.0,fake,6
vendor_05,0.33554856218721574,0.8694458292740338,0.5338972670868181,2,smooth20_top25,0.75,8,-1.341;-2.146;2.291;-0.051;-0.176;0.830;1.752;0.191,26,0.0,fake,7
vendor_10,0.04649070633479188,0.4779945320427738,0.43150382570798196,6,smooth5_top25,0.25,8,0.561;0.355;0.496;-2.478;1.420;-0.732;-0.493;1.339,26,0.0,fake,8
vendor_04,0.044281996049715805,0.2983730870138154,0.25409109096409954,5,smooth5_top50,0.5,8,0.878;0.702;-0.320;-0.521;2.509;-0.440;0.072;-2.401,26,0.01,REAL,9
vendor_11,-0.4253416627855145,-0.2521686140922594,0.17317304869325512,4,smooth1_all,0.375,8,-0.162;2.160;0.663;-2.415;-0.630;-1.273;-0.611;-0.574,26,0.0,fake,10
vendor_07,-0.5705159037367629,0.041375102530117586,0.6118910062668804,7,smooth20_top25,0.25,8,-2.158;0.678;-0.352;-1.470;1.160;-2.388;-1.323;1.947,26,0.0,fake,11
vendor_08,-1.0628883904423423,-0.8405060455877706,0.22238234485457165,3,smooth1_top25,0.625,8,1.037;-1.438;-1.394;-0.380;-2.309;-1.661;-3.713;0.237,26,0.0,fake,12
vendor_00,2.2752424208822433,2.5525349911921933,0.27729257030995,7,smooth5_top25,0.125,8,-2.146;4.358;0.505;0.491;2.815;3.922;3.534;3.100,27,0.05,REAL,1
vendor_01,2.2262301270590017,2.524147640464696,0.2979175134056944,5,smooth1_all,0.5,8,0.272;4.541;2.527;0.018;3.784;3.967;3.166;1.141,27,0.04,REAL,2
vendor_03,2.0511529328515805,2.258115414807311,0.2069624819557303,4,smooth5_top50,0.375,8,-1.319;5.604;0.686;2.103;1.779;2.992;2.876;1.904,27,0.025,REAL,3
vendor_02,0.9196108958386433,1.3116274325076915,0.39201653666904823,4,smooth5_all,0.375,8,-1.152;4.619;1.435;-1.485;0.684;1.406;0.975;2.076,27,0.03,REAL,4
vendor_07,0.6357034396956697,1.023566092070997,0.38786265237532735,7,smooth20_top25,0.25,8,-0.122;0.355;1.905;2.142;2.268;-2.009;-0.392;0.409,27,0.0,fake,5
vendor_04,0.5475175673942457,1.0079543928920194,0.46043682549777365,4,smooth5_all,0.25,8,-1.339;-1.174;1.390;0.969;2.780;-0.581;0.178;0.890,27,0.01,REAL,6
vendor_10,0.3519233648322556,0.3987376108287009,0.04681424599644529,6,smooth5_all,0.25,8,-0.473;5.003;-0.345;-0.013;-0.122;-4.634;0.559;0.711,27,0.0,fake,7
vendor_11,0.3257511826842039,0.7547863925944048,0.42903520991020094,5,smooth1_top25,0.25,8,-0.657;-0.535;-1.778;-0.501;2.770;0.792;0.134;3.601,27,0.0,fake,8
vendor_05,-0.042339427401334416,0.006546853488468181,0.0488862808898026,3,smooth1_top25,0.375,8,0.201;-1.587;-1.935;-1.202;-0.369;0.577;3.547;-0.739,27,0.0,fake,9
vendor_06,-0.24743593418774668,-0.03521171126660468,0.212224222921142,4,smooth20_top25,0.375,8,1.065;-1.075;-1.418;0.812;1.049;-2.218;-1.619;2.286,27,0.0,fake,10
vendor_09,-0.3072938237515529,0.04111075379285893,0.34840457754441184,4,smooth5_top50,0.375,8,1.837;-0.534;-1.233;-0.934;-0.677;-2.048;0.506;-0.210,27,0.0,fake,11
vendor_08,-1.1768191490576725,-0.7362413219170303,0.4405778271406422,4,smooth20_top25,0.375,8,-1.052;-2.738;-2.171;-1.108;-0.872;-0.970;-0.047;0.167,27,0.0,fake,12
vendor_00,1.3425064953939145,1.3977384965650912,0.05523200117117666,2,smooth1_all,0.625,8,1.928;4.259;0.651;3.020;-1.066;0.690;1.438;0.455,28,0.05,REAL,1
vendor_01,1.3425064953939145,1.3977384965650914,0.05523200117117688,2,smooth1_all,0.625,8,1.928;4.259;0.651;3.020;-1.066;0.690;1.438;0.455,28,0.04,REAL,2
vendor_02,1.3296995394452966,1.3648845292765284,0.03518498983123175,2,smooth1_all,0.625,8,2.270;3.929;0.872;2.629;-0.876;0.653;1.024;1.023,28,0.03,REAL,3
vendor_03,1.0108958066132554,1.0695377096679015,0.058641903054646116,3,smooth1_top25,0.5,8,1.887;3.433;-0.847;2.220;-0.209;0.697;0.269;1.396,28,0.025,REAL,4
vendor_11,0.6270759932238168,1.083058647097055,0.4559826538732381,4,smooth20_top50,0.5,8,0.563;3.093;1.083;-2.487;2.926;-1.873;-0.194;0.820,28,0.0,fake,5
vendor_08,0.22392619337277783,0.35020553550590555,0.12627934213312772,5,smooth20_top25,0.5,8,-0.980;0.938;1.892;-0.373;-0.643;-1.273;1.329;1.786,28,0.0,fake,6
vendor_04,0.09143082264615543,0.8170875294519926,0.7256567068058372,5,smooth5_top25,0.5,8,-1.378;2.800;-0.725;0.960;0.963;-1.046;0.375;-1.199,28,0.01,REAL,7
vendor_10,0.06317575153074233,0.3678964739363494,0.30472072240560705,4,smooth20_top50,0.5,8,-0.399;2.772;-2.108;0.607;-0.061;-3.077;1.496;1.461,28,0.0,fake,8
vendor_09,0.039073536822258365,0.22235961949391997,0.1832860826716616,3,smooth20_top25,0.5,8,0.230;0.292;-0.871;0.167;0.266;1.250;-1.428;0.732,28,0.0,fake,9
vendor_07,-0.19585307606364052,0.23858028790403554,0.43443336396767607,4,smooth20_top50,0.5,8,-0.912;-0.416;-0.757;-2.118;2.645;-0.858;-1.424;1.630,28,0.0,fake,10
vendor_05,-0.301361784317553,0.02608149683993347,0.3274432811574865,5,smooth20_top50,0.25,8,0.812;-1.808;-1.141;0.506;-0.287;-0.560;1.016;-0.893,28,0.0,fake,11
vendor_06,-0.5461523813645388,0.02557580510363536,0.5717281864681741,6,smooth5_top25,0.375,8,-1.852;-2.033;1.682;0.626;-0.162;-2.111;0.313;-0.999,28,0.0,fake,12
vendor_01,1.7979750709108144,1.8386375075904204,0.04066243667960601,6,smooth1_top25,0.375,8,2.560;0.877;3.543;0.502;2.974;-0.177;0.831;2.981,29,0.04,REAL,1
vendor_00,1.723082676820618,1.8902595239066797,0.16717684708606173,5,smooth5_top25,0.375,8,2.082;0.785;3.352;0.588;2.931;-0.078;1.128;3.082,29,0.05,REAL,2
vendor_02,1.2723361983787735,1.730397533869755,0.4580613354909815,2,smooth5_all,0.625,8,0.685;-0.365;5.319;1.849;0.344;-0.753;1.213;2.033,29,0.03,REAL,3
vendor_03,0.9718049005843837,1.7951228058357267,0.823317905251343,4,smooth1_top25,0.5,8,1.283;-0.306;2.879;1.252;1.397;0.048;0.337;0.880,29,0.025,REAL,4
vendor_04,0.6959951556061174,1.0785501171684317,0.3825549615623144,4,smooth1_top25,0.625,8,0.262;-0.675;3.399;-1.676;1.700;0.104;2.016;0.896,29,0.01,REAL,5
vendor_09,0.5714014996040844,0.7665283211725932,0.1951268215685088,5,smooth1_top25,0.25,8,-0.262;0.416;1.786;1.099;-3.172;0.605;1.492;3.479,29,0.0,fake,6
vendor_06,0.30655980631751506,0.5139153164261168,0.2073555101086017,4,smooth20_top50,0.375,8,0.099;-0.561;0.696;2.017;-1.282;0.575;1.141;-0.142,29,0.0,fake,7
vendor_11,0.29054852802803854,0.26620079311568334,-0.0243477349123552,4,smooth5_top25,0.375,8,0.592;-1.120;2.327;-0.331;0.382;0.641;0.142;0.152,29,0.0,fake,8
vendor_08,0.2904823124167372,0.3245945253836956,0.03411221296695838,5,smooth5_top25,0.375,8,-0.699;2.100;-0.438;0.618;-1.783;1.801;-1.600;1.782,29,0.0,fake,9
vendor_05,-0.10245076080840868,0.15053853923425792,0.2529893000426666,4,smooth5_all,0.25,8,-2.497;-0.127;-2.763;2.015;0.382;-1.038;0.842;1.483,29,0.0,fake,10
vendor_10,-0.24209040854873992,0.19552018209407995,0.4376105906428199,7,smooth20_top50,0.375,8,-1.932;0.724;-1.827;-0.113;-1.242;-0.743;1.754;1.418,29,0.0,fake,11
vendor_07,-0.7624282843904523,-0.5930703447337327,0.16935793965671964,6,smooth20_top25,0.25,8,0.187;-1.156;-0.843;0.898;-1.693;-1.177;-3.061;0.042,29,0.0,fake,12
vendor_01,2.0931538320587255,2.0080011541020224,-0.08515267795670312,4,smooth1_all,0.375,8,4.182;0.824;3.705;0.004;3.022;3.225;-0.477;3.425,30,0.04,REAL,1
vendor_00,1.6557045924283174,2.0051551878618246,0.3494505954335072,5,smooth1_all,0.5,8,4.228;0.661;2.179;1.117;3.021;0.325;0.270;2.447,30,0.05,REAL,2
vendor_02,1.1271360255073644,1.1407983229208756,0.013662297413511215,4,smooth20_top25,0.25,8,3.834;0.703;0.321;1.158;2.052;-1.725;1.881;1.614,30,0.03,REAL,3
vendor_04,0.8800422308834638,1.230699188677905,0.3506569577944413,5,smooth20_top50,0.375,8,2.685;0.886;-0.359;2.988;3.107;-3.971;2.806;-0.422,30,0.01,REAL,4
vendor_11,0.7969019580463789,1.0046762530526412,0.20777429500626232,4,smooth5_top50,0.375,8,2.502;-0.535;0.035;1.538;1.399;-0.085;-0.512;2.853,30,0.0,fake,5
vendor_10,0.4739130839621814,0.5244797890921321,0.050566705129950706,5,smooth20_top25,0.625,8,-0.530;-1.242;-0.842;3.203;-0.029;2.921;0.806;-1.789,30,0.0,fake,6
vendor_05,0.47266968307340157,0.7726061774984239,0.2999364944250223,3,smooth1_top50,0.375,8,1.404;1.211;0.953;1.107;-0.173;0.222;-1.299;0.371,30,0.0,fake,7
vendor_03,0.23063008344545333,0.696233702159176,0.4656036187137227,5,smooth1_top25,0.375,8,0.657;-0.380;0.539;0.773;2.104;-1.649;-0.592;0.636,30,0.025,REAL,8
vendor_08,-0.0881513611030985,0.3132899824940395,0.401441343597138,5,smooth20_top25,0.5,8,-0.493;-1.029;0.535;-1.286;-0.386;0.687;0.027;0.998,30,0.0,fake,9
vendor_06,-0.3876519258393508,-0.021029758631849003,0.3666221672075018,3,smooth5_top25,0.375,8,0.172;-0.267;-0.431;-0.573;-0.385;-0.037;0.227;-1.724,30,0.0,fake,10
vendor_09,-0.7190789981172883,0.40580882635672066,1.1248878244740088,6,smooth1_all,0.25,8,-0.325;-0.481;-2.148;-0.713;-0.686;-1.093;1.523;-2.511,30,0.0,fake,11
vendor_07,-0.9515326470736905,-0.27173789779418367,0.6797947492795068,7,smooth5_top25,0.125,8,-2.052;-0.638;-0.961;0.559;-0.574;-2.370;-0.169;-1.303,30,0.0,fake,12
vendor_00,1.0733629082876255,1.490337460884905,0.41697455259727945,4,smooth1_top25,0.5,8,-1.346;1.660;3.034;2.864;-0.065;2.354;-0.676;-0.466,31,0.05,REAL,1
vendor_01,1.0733629082876255,1.490337460884905,0.41697455259727945,4,smooth1_top25,0.5,8,-1.346;1.660;3.034;2.864;-0.065;2.354;-0.676;-0.466,31,0.04,REAL,2
vendor_02,0.8969454837874232,1.424846384029601,0.5279009002421778,3,smooth1_top25,0.75,8,-1.076;1.347;2.672;2.844;0.372;2.187;-1.417;-0.040,31,0.03,REAL,3
vendor_07,0.6923676990710764,0.853036953933275,0.16066925486219863,2,smooth20_top50,0.5,8,2.408;-1.737;-0.447;1.240;1.149;-0.426;2.929;1.526,31,0.0,fake,4
vendor_08,0.6122727175380704,0.759795730109163,0.14752301257109257,2,smooth20_top25,0.625,8,0.936;-0.152;0.062;0.867;0.284;1.976;0.934;-0.082,31,0.0,fake,5
vendor_04,0.4499332287022031,0.5839346448000993,0.13400141609789618,4,smooth1_top50,0.375,8,-0.154;0.151;2.575;-0.592;1.327;1.607;-1.091;0.052,31,0.01,REAL,6
vendor_05,0.4355376535011813,0.7642056189020506,0.32866796540086934,5,smooth5_top50,0.375,8,1.019;1.343;-0.882;0.189;0.763;0.162;-0.327;1.372,31,0.0,fake,7
vendor_10,0.322925142912216,0.2725983466088138,-0.0503267963034022,4,smooth20_all,0.375,8,-0.799;1.687;2.036;0.453;1.188;-1.253;-1.515;-0.329,31,0.0,fake,8
vendor_11,0.2949263371341197,0.9116617057873471,0.6167353686532273,3,smooth5_all,0.375,8,2.587;-1.738;0.336;-1.645;1.433;0.985;-0.066;1.359,31,0.0,fake,9
vendor_03,0.24749726637571284,1.2058725186883976,0.9583752523126847,4,smooth5_top25,0.25,8,-1.102;-0.083;1.346;2.735;0.273;-0.436;0.371;0.226,31,0.025,REAL,10
vendor_09,0.1964327663495573,0.4895753306786975,0.2931425643291402,4,smooth5_top25,0.375,8,1.259;-0.852;-0.267;-1.977;0.307;2.369;0.974;-0.713,31,0.0,fake,11
vendor_06,-0.6130221766426978,0.44839091758695926,1.061413094229657,7,smooth5_top25,0.25,8,0.489;-0.977;-1.344;-2.639;0.421;-0.484;0.934;-1.095,31,0.0,fake,12
vendor_02,1.669599145283981,2.0402086686226544,0.3706095233386735,1,smooth1_top25,0.875,8,-0.365;2.736;1.523;3.249;2.922;1.926;1.138;0.216,32,0.03,REAL,1
vendor_00,1.3445243301258567,2.2078630150501746,0.8633386849243179,4,smooth20_top25,0.375,8,0.944;2.341;1.700;2.265;2.962;1.996;0.262;-1.322,32,0.05,REAL,2
vendor_01,1.3445243301258567,2.2078630150501746,0.8633386849243179,4,smooth20_top25,0.375,8,0.944;2.341;1.700;2.265;2.962;1.996;0.262;-1.322,32,0.04,REAL,3
vendor_03,0.8712521873356215,1.3074911939426794,0.43623900660705794,5,smooth20_top50,0.25,8,0.343;3.543;-0.393;0.344;2.226;1.387;1.266;-1.081,32,0.025,REAL,4
vendor_04,0.7913575012005769,1.1061541324502264,0.3147966312496495,2,smooth20_top25,0.5,8,0.865;3.165;1.142;0.815;2.477;-0.794;-0.577;-0.080,32,0.01,REAL,5
vendor_09,0.6626092957147448,0.6597767249437131,-0.002832570771031717,3,smooth5_top25,0.5,8,-0.030;0.936;3.144;1.710;-1.760;-0.237;0.214;1.448,32,0.0,fake,6
vendor_08,0.5286475751219881,0.46661627404262745,-0.06203130107936067,3,smooth1_top25,0.5,8,2.285;-1.531;-2.747;0.580;3.578;1.988;1.114;0.520,32,0.0,fake,7
vendor_07,0.4967105614863746,0.8127642855208778,0.31605372403450316,7,smooth1_top50,0.25,8,1.103;2.255;-1.215;-0.870;0.350;0.112;0.990;0.640,32,0.0,fake,8
vendor_05,-0.35468379756289764,0.0842820056096278,0.4389658031725254,4,smooth20_top25,0.625,8,1.715;-0.364;0.317;-0.839;-2.792;2.071;-1.459;-2.509,32,0.0,fake,9
vendor_10,-0.5053453217018998,-0.13681292585153856,0.36853239585036124,6,smooth1_top25,0.25,8,-2.169;0.680;-0.328;-2.842;0.437;0.733;0.071;-0.533,32,0.0,fake,10
vendor_06,-0.6933390805027465,-0.13460825634131676,0.5587308241614297,4,smooth20_top25,0.375,8,-0.234;-0.217;-1.415;-0.581;0.819;-2.673;-1.277;-0.518,32,0.0,fake,11
vendor_11,-0.7857747606468047,0.03529174545070616,0.8210665060975109,7,smooth20_top25,0.25,8,-1.748;0.843;-3.808;1.705;-0.011;-0.811;-1.644;-0.454,32,0.0,fake,12
vendor_04,0.8851990522743131,0.9444359883155219,0.05923693604120883,3,smooth1_top25,0.375,8,2.633;0.517;2.596;1.740;0.101;0.820;-1.376;-0.520,33,0.01,REAL,1
vendor_10,0.3511319841881229,0.5270092136684899,0.17587722948036694,3,smooth5_top25,0.375,8,-2.740;1.429;1.723;0.200;-0.120;1.113;1.299;0.174,33,0.0,fake,2
vendor_00,-0.07620449247320615,0.6566830609095906,0.7328875533827968,5,smooth1_all,0.5,8,2.388;1.737;0.002;-0.967;-1.364;-1.125;3.192;-2.283,33,0.05,REAL,3
vendor_01,-0.07620449247320625,0.6566830609095904,0.7328875533827967,5,smooth1_all,0.5,8,2.388;1.737;0.002;-0.967;-1.364;-1.125;3.192;-2.283,33,0.04,REAL,4
vendor_02,-0.0762044924732063,0.6566830609095904,0.7328875533827967,5,smooth1_all,0.5,8,2.388;1.737;0.002;-0.967;-1.364;-1.125;3.192;-2.283,33,0.03,REAL,5
vendor_08,-0.11321392415583546,0.17902354428309195,0.2922374684389274,7,smooth20_top25,0.25,8,-1.242;1.195;0.110;1.170;-1.346;0.876;-0.230;-1.914,33,0.0,fake,6
vendor_03,-0.13368666533574866,0.6530433062360326,0.7867299715717813,7,smooth20_top25,0.25,8,2.442;1.809;-0.007;-0.980;-1.584;-1.349;2.988;-2.322,33,0.025,REAL,7
vendor_06,-0.18948245767284816,0.4244394856405335,0.6139219433133817,6,smooth20_top25,0.25,8,-0.140;-3.106;-1.100;0.924;0.572;-0.578;-0.345;0.758,33,0.0,fake,8
vendor_07,-0.27406561591439355,0.17503970607217448,0.44910532198656805,4,smooth1_all,0.375,8,0.906;-0.230;-1.483;-0.219;-0.764;-0.062;-1.039;0.446,33,0.0,fake,9
vendor_09,-0.45910405778506935,-0.14310129531569177,0.3160027624693776,3,smooth5_top50,0.375,8,-0.186;0.029;-0.389;0.189;-1.129;-0.649;-1.207;-0.095,33,0.0,fake,10
vendor_11,-0.5569614687790416,-0.2131957657945372,0.34376570298450443,5,smooth5_top25,0.25,8,-0.164;-1.536;-3.218;-0.541;-0.022;1.212;-1.365;1.805,33,0.0,fake,11
vendor_05,-0.8074527760059039,0.2104946339779696,1.0179474099838735,5,smooth20_top25,0.25,8,-0.233;-2.197;0.184;-0.089;1.868;-1.305;-0.976;-2.782,33,0.0,fake,12
vendor_00,2.13850654116474,2.4980301091623356,0.35952356799759544,5,smooth1_all,0.25,8,1.434;4.452;1.184;2.769;2.587;2.036;2.619;0.627,34,0.05,REAL,1
vendor_01,1.9641529347539874,2.4209313183798784,0.45677838362589096,6,smooth5_top25,0.25,8,2.453;4.137;1.238;1.327;2.841;0.455;1.989;0.923,34,0.04,REAL,2
vendor_04,1.681580299525117,2.242311305501859,0.5607310059767419,2,smooth20_top25,0.75,8,-0.691;-1.738;1.792;3.501;3.459;0.423;4.110;2.020,34,0.01,REAL,3
vendor_02,1.5613975480816058,2.137847187305358,0.5764496392237524,5,smooth5_top25,0.25,8,2.074;3.745;0.241;2.039;3.295;-1.697;1.674;1.470,34,0.03,REAL,4
vendor_03,1.0874183208047623,1.7625806382112283,0.675162317406466,5,smooth1_top50,0.375,8,1.468;2.281;-0.091;1.752;2.834;-0.620;0.766;0.048,34,0.025,REAL,5
vendor_06,0.885016564461048,1.3072577450440093,0.42224118058296123,5,smooth5_top50,0.25,8,0.515;0.852;-1.271;-0.078;2.048;1.197;0.318;3.698,34,0.0,fake,6
vendor_09,0.3529547064351661,0.07869278219982519,-0.2742619242353409,4,smooth20_top50,0.375,8,-1.773;1.232;-1.465;0.195;-1.163;1.396;-0.039;4.031,34,0.0,fake,7
vendor_11,0.08012650460921415,0.48939091749475505,0.4092644128855409,2,smooth20_top50,0.5,8,1.022;-0.781;1.091;0.924;-1.354;1.722;1.474;-3.570,34,0.0,fake,8
vendor_10,0.0030782745334242143,0.17419238973682447,0.17111411520340025,3,smooth1_all,0.375,8,-1.343;0.195;1.140;1.191;0.230;0.763;0.172;-1.368,34,0.0,fake,9
vendor_07,-0.5005072207253349,0.6190341552127903,1.1195413759381252,6,smooth5_top25,0.375,8,-0.384;-3.319;0.885;-0.023;0.140;-0.618;-0.822;0.401,34,0.0,fake,10
vendor_08,-0.6518176772648495,-0.19101146107281922,0.4608062161920303,3,smooth5_all,0.5,8,1.864;2.516;-1.240;0.921;-1.385;-2.150;-1.843;-2.787,34,0.0,fake,11
vendor_05,-0.8710131379946995,-0.5700325873024371,0.30098055069226237,6,smooth5_top25,0.375,8,-1.531;-1.341;-1.482;-1.433;-0.866;-0.111;0.808;-1.526,34,0.0,fake,12
vendor_00,1.1922948099813062,1.4727009983844308,0.2804061884031246,4,smooth20_top25,0.25,8,0.233;0.682;2.287;0.660;-0.118;2.118;1.036;2.231,35,0.05,REAL,1
vendor_01,1.1922948099813062,1.4727009983844308,0.2804061884031246,4,smooth20_top25,0.25,8,0.233;0.682;2.287;0.660;-0.118;2.118;1.036;2.231,35,0.04,REAL,2
vendor_02,1.1922948099813062,1.4727009983844308,0.2804061884031246,4,smooth20_top25,0.25,8,0.233;0.682;2.287;0.660;-0.118;2.118;1.036;2.231,35,0.03,REAL,3
vendor_03,1.1922948099813062,1.4727009983844308,0.2804061884031246,4,smooth20_top25,0.25,8,0.233;0.682;2.287;0.660;-0.118;2.118;1.036;2.231,35,0.025,REAL,4
vendor_04,0.7935141707809752,1.0450806384159474,0.25156646763497226,4,smooth20_top25,0.375,8,1.338;1.500;2.149;-2.226;0.476;2.054;0.084;1.104,35,0.01,REAL,5
vendor_05,0.5702427972640232,1.279839414514648,0.709596617250625,5,smooth20_top50,0.375,8,0.142;0.526;2.276;-0.900;-1.501;0.585;1.908;1.843,35,0.0,fake,6
vendor_06,0.3255093677257721,0.7998792659651814,0.47436989823940934,5,smooth5_top25,0.25,8,2.099;0.011;-0.373;1.096;-1.461;0.158;-0.970;2.005,35,0.0,fake,7
vendor_07,0.20099000182405727,0.5006286836762992,0.29963868185224196,3,smooth20_top50,0.375,8,-0.363;-0.205;0.613;-0.494;0.871;-0.537;0.091;1.234,35,0.0,fake,8
vendor_10,-0.09256226362877755,0.4255335054525148,0.5180957690812923,3,smooth5_top25,0.5,8,0.936;-3.539;2.814;-0.612;0.566;-0.253;1.015;-1.830,35,0.0,fake,9
vendor_09,-0.2317870284482483,-0.00485196356154289,0.22693506488670542,5,smooth20_top50,0.375,8,0.524;-0.195;0.569;-0.674;-1.897;-0.977;-0.155;0.416,35,0.0,fake,10
vendor_11,-0.382498141641222,0.2540051886669539,0.6365033303081759,5,smooth1_top50,0.375,8,-0.486;-0.942;1.152;-1.841;-0.274;-1.765;-0.593;2.738,35,0.0,fake,11
vendor_08,-1.0208944965004632,-0.36879454045252297,0.6520999560479401,5,smooth1_all,0.375,8,0.013;-0.954;-2.898;-1.168;-0.869;-1.164;-0.460;-0.630,35,0.0,fake,12
vendor_00,1.632168132557693,1.750360261421283,0.11819212886358987,2,smooth1_top50,0.625,8,2.486;1.582;3.030;3.179;0.137;0.300;1.957;0.782,36,0.05,REAL,1
