vendor,rate,turnover,gross_sharpe,net_sharpe,true_ic,kind
vendor_17,0.3,62.683021382494104,-0.26362466796851025,-0.7958715890459666,0.0,fake
vendor_17,0.2,48.2922703993292,-0.23294276204428432,-0.645676175239471,0.0,fake
vendor_17,0.1,31.38672941629037,-0.2449160208108819,-0.5166056623394801,0.0,fake
vendor_17,0.05,20.890428281187976,-0.33014870961910364,-0.5160626411513535,0.0,fake
vendor_17,0.02,12.588300258988912,-0.40096044988607704,-0.51636167646041,0.0,fake
vendor_18,1.0,144.9097906305288,0.005897185514194272,-1.3270421361310563,0.0,fake
vendor_18,0.5,90.62094949775609,-0.11330018651808178,-0.872428213500583,0.0,fake
vendor_18,0.3,63.93384884334399,-0.177618010617565,-0.7204899079377486,0.0,fake
vendor_18,0.2,49.39161401318863,-0.191416457973769,-0.6161951715487289,0.0,fake
vendor_18,0.1,32.37218828833209,-0.17116180597211364,-0.4556287890056295,0.0,fake
vendor_18,0.05,21.713292671416525,-0.054811007298605365,-0.2496079989578961,0.0,fake
vendor_18,0.02,13.279819398999171,-0.03982098061101922,-0.16112209469193484,0.0,fake
vendor_19,1.0,107.35558195574957,2.2917121224096517,1.3801023661957705,0.0,fake
vendor_19,0.5,68.8616613392944,2.0788150835982235,1.5401453390717958,0.0,fake
vendor_19,0.3,48.68547946879257,1.8656667835546323,1.4840360592115664,0.0,fake
vendor_19,0.2,37.82680643844446,1.6877862569979345,1.3918051873547213,0.0,fake
vendor_19,0.1,25.809922726735802,1.5630348092432238,1.3606247138529215,0.0,fake
vendor_19,0.05,18.110973424507932,1.3668508387067417,1.221134190144912,0.0,fake
vendor_19,0.02,11.43801785789156,0.9561931241510974,0.8599756864048063,0.0,fake
vendor_20,1.0,143.44720509428691,-0.5207896896542097,-1.8424165815753881,0.0,fake
vendor_20,0.5,89.34992578933227,-0.3474289315169075,-1.0994987802613385,0.0,fake
vendor_20,0.3,63.30138557815691,-0.24134373615332289,-0.7765558617780178,0.0,fake
vendor_20,0.2,48.97790809082365,-0.16312460204447893,-0.5803377180045821,0.0,fake
vendor_20,0.1,31.922894011805276,-0.06257906309123616,-0.34123529711577816,0.0,fake
vendor_20,0.05,20.89691419817057,-0.11112650778607366,-0.29689655121813063,0.0,fake
vendor_20,0.02,11.99843268975726,-0.045459461891088314,-0.1528639417556162,0.0,fake
vendor_21,1.0,130.24486876720422,1.460561909144014,0.3044282414077531,0.0,fake
vendor_21,0.5,83.24838548503784,1.352898795464557,0.6882078366311845,0.0,fake
vendor_21,0.3,59.11134861975524,1.235151230352273,0.760575750412179,0.0,fake
vendor_21,0.2,45.86338036636955,1.1176235087492958,0.7474507671089516,0.0,fake
vendor_21,0.1,30.620509742304183,0.8694641003659391,0.6183957535992962,0.0,fake
vendor_21,0.05,20.783205773361466,0.6317620872290229,0.45715166927483447,0.0,fake
vendor_21,0.02,12.140084075470813,0.3582344581416985,0.2533429006725712,0.0,fake
vendor_22,1.0,141.21095329548996,2.0434568136684046,0.7306170427235508,0.0,fake
vendor_22,0.5,87.99895204488861,1.4678009260293317,0.7293922793274915,0.0,fake
vendor_22,0.3,62.140482288843074,1.0700005845426557,0.5417566955389737,0.0,fake
vendor_22,0.2,48.3002455753007,0.7924773776065833,0.3751104800073564,0.0,fake
vendor_22,0.1,32.42586966961986,0.44006792989768045,0.15122634517014147,0.0,fake
vendor_22,0.05,22.43060306747959,0.11907152427116141,-0.08712381472910469,0.0,fake
vendor_22,0.02,13.9308745555362,-0.10752695961247724,-0.24013166723269536,0.0,fake
vendor_23,1.0,143.18930729976827,-0.35933316324079057,-1.6931049966578393,0.0,fake
vendor_23,0.5,89.10069663630516,-0.27044827010498196,-1.0277849568863398,0.0,fake
vendor_23,0.3,62.98072574022563,-0.2992011296679491,-0.8321973372977689,0.0,fake
vendor_23,0.2,48.76645348717051,-0.3193133566059913,-0.7306971190345714,0.0,fake
vendor_23,0.1,32.364181820757636,-0.2102590048290992,-0.48553279267759347,0.0,fake
vendor_23,0.05,22.052664474639343,-0.01435557632712936,-0.20723666838841948,0.0,fake
vendor_23,0.02,13.273245911892749,0.15296760018031613,0.03287353185030914,0.0,fake
vendor_24,1.0,143.10637103713566,-0.5699498674277497,-1.9332397923571891,0.0,fake
vendor_24,0.5,88.49672330072804,-0.30851691198364534,-1.0910600203230916,0.0,fake
vendor_24,0.3,62.27871297312828,-0.0501663414017725,-0.6060754251392894,0.0,fake
vendor_24,0.2,48.0520304200973,0.15855193889765917,-0.27175057157916493,0.0,fake
vendor_24,0.1,31.39365442239484,0.4672843212962003,0.1852550443437111,0.0,fake
