seed,inversions,any_inversion,max_fake,min_real,top_is_fake,best_fake_rank,weakest_real_rank,mean_search_gap,max_sharpe
106,1,True,0.7273629898635052,0.6686062824867371,False,5,6,0.20195782775393253,2.4768457428235804
107,3,True,1.6923530716052486,1.434840084764643,False,3,6,0.34830483490531366,1.7163210633690889
108,0,False,0.4753894369526893,1.39357343797237,False,6,5,0.17344805601818783,1.9736518632542077
109,0,False,0.7211264738245138,1.125715733987643,False,6,5,0.33808159649609765,2.3158991582662316
110,2,True,0.9759019331569193,0.49223673254730393,False,5,7,0.2690942026966015,2.185734456280308
111,0,False,1.0344680520745204,1.1289306901508087,False,6,5,0.2483407155334747,2.3770417092413916
112,0,False,0.7544295021022626,0.9974998758564826,False,6,5,0.18021970716216584,2.140781512729657
113,0,False,0.2850698390250971,0.35032430162823164,False,6,5,0.16413517285817045,1.889274590947295
114,0,False,0.7007713663646872,1.075569478747676,False,6,5,0.35324535084402675,2.410810904173208
115,0,False,0.7070644974126804,1.029811893608339,False,6,5,0.2726996078703246,1.7474878294196974
116,0,False,0.5724297907611864,1.373968085854937,False,6,5,0.20154275807824681,2.5500230517914204
117,1,True,1.0201066310066782,1.0151462949925134,False,5,6,0.26326209131806516,1.4915745272203726
118,0,False,0.816390727112406,1.0713027802578947,False,6,5,0.2836381838343279,2.5712905608475927
119,0,False,0.5594638689058001,0.8954637412190944,False,6,5,0.26348954602641106,1.475471621159348
120,0,False,0.3840063086277426,0.5553445663524266,False,6,5,0.1624253653884583,2.119465921078679
121,0,False,0.40674823084625056,1.011797687435927,False,6,5,0.19283109636317516,1.8441387077125249
122,0,False,0.7016883931822152,0.7533327853246568,False,6,5,0.2401813909910446,2.652240249358191
123,0,False,0.8804494406397929,1.2050031330773314,False,6,5,0.3758206818360989,2.434965456939374
124,0,False,0.48960830088472634,1.0491278938086108,False,6,5,0.3880343485357612,1.6835618121624147
125,1,True,0.5429357686947865,0.51285554834655,False,5,6,0.27020611153444885,2.237442523438937
126,0,False,0.7988805381362533,0.9837867191224918,False,6,5,0.06743383624735771,1.2056255254705188
127,0,False,0.42246334241451783,0.9728883288915414,False,6,5,0.16599747969333925,1.4400382330598163
128,4,True,1.073329187955142,0.6224018985848103,False,5,9,0.328319281943458,2.231275562025228
129,1,True,0.790313925336082,0.7038424360596667,False,5,6,0.17427232779818255,1.447577048950853
130,5,True,0.5890343422227504,0.3583299057267349,False,5,10,0.1754905518522414,2.389649729042203
131,6,True,0.8015728317075336,0.09490792835637751,False,5,11,0.15863593884500923,1.8041783374047315
132,0,False,0.9011910593902812,1.0481104565202495,False,6,5,0.3044578785608669,2.1813477623062814
133,2,True,0.8514378568523105,0.5079795715268542,False,5,7,0.17778822623753454,2.5383542769262153
134,1,True,1.1367352746648438,0.9899430834040732,False,5,6,0.36203174852708636,2.542283936512508
135,3,True,0.8489557189566658,0.2763492029236085,False,5,8,0.1144107287698688,2.599658419925722
136,2,True,0.8259061110414924,0.4535650270505593,False,5,7,0.2289448322842621,1.865975247179405
137,6,True,1.2287375339587792,0.5656489970251467,True,1,7,0.22774248601947186,1.2287375339587792
138,0,False,0.648548987231877,1.1811471854400069,False,6,5,0.04997646088073518,1.562041360358515
139,2,True,0.987946256218895,0.8148405283571134,False,5,7,0.19715647408334047,2.688122295227245
140,3,True,0.6681212768136902,0.365361671206295,False,5,8,0.23424463080671068,2.105242832564952
141,3,True,0.8725726376322026,0.26079717089704507,False,5,8,0.23483295575532825,1.6914391188323663
142,1,True,0.859714607943892,0.7897600658281119,False,5,6,0.12600731581581054,1.1498340899872064
143,1,True,0.6111053221801206,0.5149428542036432,False,5,6,0.07414517749978355,1.6056758319203739
144,0,False,0.7362505308124305,0.8355145572881498,False,6,5,0.25928137969816784,1.198611555668088
145,0,False,0.7070131990894303,1.012335101516914,False,6,5,0.268892110090033,1.7076293089018713
146,2,True,0.7840097148832734,0.6450684834062408,False,5,7,0.4000470043820242,1.7547267219904072
147,4,True,0.8313419152417891,0.3298536817854592,False,5,9,0.231823575812252,2.0579332533774677
148,0,False,0.43227316250894926,0.8609851099872694,False,6,5,0.19248564640894736,2.213131419354819
149,3,True,0.7530965922389725,0.3750135848259464,False,5,8,0.3015076631858444,2.31911061723166
150,0,False,0.6747079603553829,1.0347696285071568,False,6,5,0.2265865031564657,2.0126404654499392
151,0,False,0.6247165991646813,0.9164817116747863,False,6,5,0.1689399444829274,2.156785725097071
152,2,True,1.1294611776454229,0.7894488066398778,False,4,6,0.12365446578273809,1.2700930578881253
153,3,True,0.537317616014849,0.5058545325315339,False,5,8,0.16079968567719308,1.6654598836345968
154,0,False,0.812175504383531,0.8822426947628419,False,6,5,0.29608209518660344,2.3327621988380347
155,0,False,0.49365024459852225,1.2699986071425626,False,6,5,0.2544497942402842,2.460203596414781
156,1,True,1.2699998481792032,0.6497151092775585,False,5,6,0.3874879779386491,2.0038762315525065
157,1,True,1.0415202591744628,0.6824443245432332,False,5,6,0.2745977492526648,2.1012608406709745
158,0,False,0.2638235365059506,0.6330451221879121,False,6,5,0.32179285047740047,3.0759064264239586
159,0,False,0.5392825905845976,0.8736946904569143,False,6,5,0.1867081602990329,1.6706959348277304
160,4,True,1.6050282025124472,0.49468007741310577,False,4,8,0.28025842963627734,1.9759948530632694
161,0,False,0.4526890186774329,1.0738949926585606,False,6,5,0.15765138669184312,1.7288621219035636
162,5,True,0.7239417119206323,0.12120536153813391,False,5,10,0.29832238493743585,1.6748645906515833
163,0,False,0.5147581140990376,0.678302189366024,False,6,5,0.12047737694148948,1.6240812286235926
164,0,False,0.8208829175380904,1.0835064754937644,False,6,5,0.28247976750930415,1.875110300497747
165,0,False,0.5965249934637321,1.1028017293843377,False,6,5,0.1913324814612766,2.3636737892816164
166,0,False,0.5892808437906981,0.9056016008307851,False,6,5,0.26169822272277066,1.7697657300359382
167,1,True,0.8633742936276384,0.510654379261742,False,5,6,0.337327476287586,2.2657427416323497
168,1,True,0.6431728507213893,0.6100627246943869,False,5,6,0.144100828591779,2.1005156804257585
169,4,True,1.0593426662685341,0.3145556179755604,False,5,9,0.1656405012056228,1.703889019620543
170,0,False,0.6578657735707387,0.7646793542417607,False,6,5,0.23658659593279285,1.8466813520080316
