vendor,wf_sharpe,naive_sharpe,selection_cost,config_switches,modal_config,modal_config_frac,n_folds,wf_sharpe_per_fold,seed,true_ic,kind,rank
vendor_02,0.7163860075174247,0.9891418572604764,0.2727558497430518,4,smooth20_top25,0.4,5,1.158;1.765;-1.496;1.949;0.784,30,0.03,REAL,6
vendor_08,0.2010549387459822,0.47435714091007614,0.27330220216409395,1,smooth20_top25,0.8,5,-1.398;-0.386;0.687;0.027;1.375,30,0.0,fake,7
vendor_09,0.06603299012570629,0.28684074291906003,0.22080775279335374,1,smooth5_top50,0.8,5,-0.713;-0.686;0.617;1.496;-0.612,30,0.0,fake,8
vendor_05,0.038604490386661854,0.4521403992680982,0.4135359088814363,2,smooth1_all,0.8,5,1.323;-0.228;0.222;-1.090;0.371,30,0.0,fake,9
vendor_07,-0.02674646944632859,0.08197320076521217,0.10871967021154076,4,smooth5_top50,0.2,5,2.481;0.826;-2.370;-0.169;-1.303,30,0.0,fake,10
vendor_06,-0.10080420756045869,0.11946497035215199,0.2202691779126107,2,smooth5_top50,0.6,5,-0.943;3.261;-0.037;0.227;-1.778,30,0.0,fake,11
vendor_03,-0.13833055797000737,0.8082137265630234,0.9465442845330307,4,smooth1_top50,0.2,5,0.147;2.000;-1.963;-0.592;0.488,30,0.025,REAL,12
vendor_07,1.3663850452840256,1.3663850452840256,0.0,0,smooth20_top25,1.0,5,1.240;1.149;-0.417;3.122;1.968,31,0.0,fake,1
vendor_00,1.3115016486602276,1.124488340001585,-0.18701330865864252,1,smooth1_all,0.6,5,2.864;1.539;2.474;-0.676;-0.466,31,0.05,REAL,2
vendor_01,1.3115016486602276,1.124488340001585,-0.18701330865864252,1,smooth1_all,0.6,5,2.864;1.539;2.474;-0.676;-0.466,31,0.04,REAL,3
vendor_03,1.1951505811036394,1.3209004310020123,0.1257498498983729,3,smooth20_top50,0.4,5,3.284;0.944;1.398;0.101;0.226,31,0.025,REAL,4
vendor_02,1.0604467297435385,1.0604467297435385,0.0,0,smooth1_top25,1.0,5,2.844;1.744;2.187;-1.417;-0.040,31,0.03,REAL,5
vendor_08,0.6023112570683473,0.8050178697810684,0.20270661271272106,2,smooth20_top25,0.6,5,0.822;-1.012;1.976;0.934;-0.082,31,0.0,fake,6
vendor_06,0.5629905160094996,0.7422542981493111,0.17926378213981153,2,smooth1_top25,0.6,5,-0.746;0.421;1.477;1.027;0.671,31,0.0,fake,7
vendor_09,0.5087320021058702,0.2739553516877577,-0.23477665041811252,2,smooth5_top25,0.4,5,-1.367;0.307;2.369;1.347;-0.751,31,0.0,fake,8
vendor_04,0.40511657857561034,0.28980732501757345,-0.1153092535580369,1,smooth1_all,0.8,5,0.391;1.327;1.607;-1.091;-0.090,31,0.01,REAL,9
vendor_05,0.26865466284432227,0.8248293876073309,0.5561747247630087,3,smooth20_all,0.4,5,0.066;1.626;-0.011;-1.659;1.372,31,0.0,fake,10
vendor_11,0.13583208164554011,0.8131812463455067,0.6773491646999665,1,smooth5_all,0.8,5,-1.644;1.433;0.985;-0.066;0.492,31,0.0,fake,11
vendor_10,-0.3263569444059897,0.37074189213470854,0.6970988365406983,2,smooth20_all,0.4,5,0.121;1.188;-1.253;-1.328;-0.223,31,0.0,fake,12
vendor_00,1.993773119413784,2.035627046628318,0.04185392721453396,1,smooth1_top25,0.8,5,2.265;2.918;2.165;1.236;1.191,32,0.05,REAL,1
vendor_01,1.993773119413784,2.035627046628318,0.04185392721453396,1,smooth1_top25,0.8,5,2.265;2.918;2.165;1.236;1.191,32,0.04,REAL,2
vendor_02,1.876187662109412,1.876187662109412,0.0,0,smooth1_top25,1.0,5,3.249;2.922;1.926;1.138;0.216,32,0.03,REAL,3
vendor_03,0.887878070586273,1.4497433276277776,0.5618652570415046,3,smooth20_top50,0.6,5,2.004;2.209;1.387;0.691;-1.932,32,0.025,REAL,4
vendor_04,0.617292627614828,0.617292627614828,0.0,0,smooth20_top25,1.0,5,2.183;2.477;-0.794;-0.577;-0.080,32,0.01,REAL,5
vendor_08,0.42334303836134085,1.36216631451051,0.9388232761491693,1,smooth1_top25,0.6,5,0.580;-0.169;0.170;1.445;0.520,32,0.0,fake,6
vendor_07,0.13815537879291923,0.6733298043887641,0.5351744255958448,2,smooth5_top25,0.6,5,-0.686;0.350;0.652;-0.072;0.412,32,0.0,fake,7
vendor_09,0.07480223301703204,0.8385261459076109,0.7637239128905788,0,smooth5_top25,1.0,5,1.710;-1.760;-0.207;0.698;-0.057,32,0.0,fake,8
vendor_11,-0.07207406811368011,0.5266271908520614,0.5987012589657416,2,smooth20_top50,0.6,5,1.705;0.826;-0.671;-1.644;-0.454,32,0.0,fake,9
vendor_10,-0.12398759437487417,0.038894334098780195,0.16288192847365435,1,smooth5_all,0.6,5,-0.622;-0.230;0.397;-0.158;0.085,32,0.0,fake,10
vendor_05,-0.5235953892757651,-0.17099875616464838,0.3525966331111167,4,smooth5_top50,0.4,5,-0.752;0.608;2.071;-1.552;-3.354,32,0.0,fake,11
vendor_06,-0.5551331951800998,0.0130110540314332,0.5681442492115331,3,smooth20_top50,0.6,5,-0.581;3.651;-2.673;-2.676;-0.196,32,0.0,fake,12
vendor_10,0.7341932137076731,0.7341932137076731,0.0,0,smooth5_top25,1.0,5,-0.303;0.397;2.255;1.131;0.358,33,0.0,fake,1
vendor_04,0.4161916914954936,0.5504080694286138,0.13421637793312013,0,smooth1_top25,1.0,5,1.657;0.100;0.881;-1.160;0.515,33,0.01,REAL,2
vendor_06,0.32667691830142076,0.6497025776377963,0.3230256593363755,0,smooth20_top25,1.0,5,0.924;0.572;-0.554;-0.326;0.879,33,0.0,fake,3
vendor_05,0.16119145747736713,0.1738384977102152,0.012647040232848072,2,smooth20_top50,0.4,5,-0.089;1.511;0.636;2.449;-2.765,33,0.0,fake,4
vendor_08,0.010792827257275346,0.0049024813912205804,-0.005890345866054766,2,smooth20_all,0.6,5,1.089;-1.024;0.876;-0.215;-1.003,33,0.0,fake,5
vendor_09,-0.03602616747295038,-0.02856952929371392,0.007456638179236457,1,smooth5_top50,0.8,5,0.189;-0.007;0.423;-0.712;-0.095,33,0.0,fake,6
vendor_02,-0.16239589660692585,0.2317968150485495,0.3941927116554753,2,smooth20_top25,0.4,5,1.855;-1.307;-1.274;2.499;-2.283,33,0.03,REAL,7
vendor_00,-0.16239589660692597,0.2317968150485495,0.3941927116554754,2,smooth20_top25,0.4,5,1.855;-1.307;-1.274;2.499;-2.283,33,0.05,REAL,8
vendor_01,-0.16239589660692602,0.2317968150485495,0.39419271165547554,2,smooth20_top25,0.4,5,1.855;-1.307;-1.274;2.499;-2.283,33,0.04,REAL,9
vendor_03,-0.21300086766426038,0.18996964197093402,0.40297050963519443,3,smooth1_top25,0.4,5,1.954;-1.695;-1.484;2.563;-2.176,33,0.025,REAL,10
vendor_11,-0.35217983909770345,0.23046193864501713,0.5826417777427206,2,smooth1_top25,0.4,5,-0.624;-0.812;-0.522;-1.244;1.805,33,0.0,fake,11
vendor_07,-0.3738325355821217,0.38328393914211556,0.7571164747242373,2,smooth20_top25,0.4,5,-0.219;-1.155;-0.062;-1.039;0.446,33,0.0,fake,12
vendor_04,2.659589732113265,2.659589732113265,0.0,0,smooth20_top25,1.0,5,3.501;3.459;0.423;4.110;2.020,34,0.01,REAL,1
vendor_00,2.130688982339637,2.563472257242178,0.4327832749025413,2,smooth1_top25,0.4,5,2.336;2.912;2.104;2.650;0.529,34,0.05,REAL,2
vendor_02,1.6922346440102594,2.024500334011174,0.33226569000091466,3,smooth1_top25,0.6,5,1.930;2.604;-1.618;3.000;1.499,34,0.03,REAL,3
vendor_01,1.4749128161734426,2.2189716736375957,0.7440588574641531,3,smooth1_top25,0.4,5,1.327;2.676;0.455;1.558;1.083,34,0.04,REAL,4
vendor_06,1.1811070058127393,1.939953211272056,0.7588462054593168,1,smooth5_top50,0.8,5,-0.161;2.048;0.418;0.634;3.698,34,0.0,fake,5
vendor_03,0.9038660953517709,1.1224816257791137,0.21861553042734283,3,smooth20_top50,0.6,5,1.752;2.834;-0.620;0.766;-0.194,34,0.025,REAL,6
vendor_07,0.7705906664628268,0.8614482343734822,0.09085756791065536,3,smooth20_top25,0.6,5,-0.007;0.026;-0.618;3.965;-0.004,34,0.0,fake,7
vendor_11,0.35492838924191344,0.5275201928355693,0.17259180359365583,1,smooth20_top25,0.8,5,0.924;-1.354;1.722;1.474;-0.872,34,0.0,fake,8
vendor_09,0.2993029013348023,0.7759125557116745,0.4766096543768722,3,smooth1_top50,0.6,5,0.195;-1.163;1.347;-0.053;1.444,34,0.0,fake,9
vendor_10,0.18030746159556793,0.3804838048906282,0.2001763432950603,1,smooth1_top50,0.8,5,1.150;0.238;1.025;0.339;-1.368,34,0.0,fake,10
vendor_05,-0.5944030375986669,-0.22424427796264185,0.370158759636025,2,smooth5_top25,0.8,5,-1.433;-0.866;-0.077;0.808;-1.526,34,0.0,fake,11
vendor_08,-1.431280492430832,-0.5351080803634481,0.8961724120673839,1,smooth5_all,0.8,5,0.921;-1.385;-2.314;-1.459;-2.787,34,0.0,fake,12
vendor_05,1.2429280189977978,1.3118851233293936,0.06895710433159574,3,smooth20_top25,0.4,5,2.601;-1.501;0.550;2.543;1.843,35,0.0,fake,1
vendor_00,0.8688558555890131,1.469386895951442,0.6005310403624289,1,smooth5_top25,0.8,5,1.256;-0.197;2.077;0.514;0.839,35,0.05,REAL,2
vendor_02,0.8688558555890131,1.469386895951442,0.6005310403624289,1,smooth5_top25,0.8,5,1.256;-0.197;2.077;0.514;0.839,35,0.03,REAL,3
vendor_01,0.8688558555890131,1.469386895951442,0.6005310403624289,1,smooth5_top25,0.8,5,1.256;-0.197;2.077;0.514;0.839,35,0.04,REAL,4
vendor_03,0.8688558555890131,1.469386895951442,0.6005310403624289,1,smooth5_top25,0.8,5,1.256;-0.197;2.077;0.514;0.839,35,0.025,REAL,5
vendor_06,0.8567189426347362,0.8567189426347362,0.0,0,smooth5_all,1.0,5,1.142;-0.434;-0.943;2.484;2.148,35,0.0,fake,6
vendor_04,0.8385651856757408,1.0963007935500968,0.257735607874356,1,smooth20_top25,0.8,5,-2.121;3.073;2.054;0.084;1.104,35,0.01,REAL,7
vendor_10,-0.094002450703197,0.21565099879693087,0.30965344950012785,2,smooth1_all,0.8,5,-0.612;0.566;-0.184;1.057;-1.574,35,0.0,fake,8
vendor_09,-0.391532561786805,-0.24024370862864372,0.1512888531581613,1,smooth20_top50,0.6,5,-0.467;-1.756;-0.754;-0.155;2.041,35,0.0,fake,9
vendor_11,-0.44914713678656465,0.47007450616983393,0.9192216429563986,3,smooth5_top25,0.4,5,-1.841;-0.496;-0.833;-0.558;1.480,35,0.0,fake,10
vendor_08,-0.5725227255331128,-0.06425463903046731,0.5082680865026454,0,smooth1_all,1.0,5,-1.168;-0.856;-1.164;-0.460;0.914,35,0.0,fake,11
vendor_07,-0.6075343693291719,0.9632376732448711,1.570772042574043,1,smooth20_top50,0.8,5,-0.494;0.871;-0.328;-0.648;-2.226,35,0.0,fake,12
vendor_00,1.3378836691829044,1.4615554145074279,0.12367174532452352,1,smooth1_top50,0.6,5,3.179;0.137;0.553;1.957;0.782,36,0.05,REAL,1
vendor_01,1.3378836691829044,1.4615554145074279,0.12367174532452352,1,smooth1_top50,0.6,5,3.179;0.137;0.553;1.957;0.782,36,0.04,REAL,2
vendor_02,1.3378836691829044,1.4615554145074279,0.12367174532452352,1,smooth1_top50,0.6,5,3.179;0.137;0.553;1.957;0.782,36,0.03,REAL,3
vendor_03,1.0211092338842436,1.1339229176438135,0.1128136837595699,1,smooth1_top25,0.6,5,2.503;0.085;0.699;1.168;0.769,36,0.025,REAL,4
vendor_06,0.5663778467956382,0.765796192995334,0.19941834619969578,3,smooth1_top25,0.6,5,2.185;1.215;1.545;0.532;-2.484,36,0.0,fake,5
vendor_04,0.35988807947030355,1.0942361505393026,0.734348071068999,1,smooth5_top25,0.6,5,2.491;1.533;-0.993;-0.411;-1.017,36,0.01,REAL,6
vendor_08,0.10322979650832348,0.5401352914541938,0.43690549494587033,1,smooth1_top25,0.6,5,-0.362;1.968;1.802;-1.615;-1.030,36,0.0,fake,7
vendor_05,0.0031834210060190313,0.9739456404133694,0.9707622194073504,2,smooth20_top25,0.8,5,0.139;2.208;-1.632;-1.513;0.540,36,0.0,fake,8
vendor_07,-0.06403093526916585,0.03757962130750526,0.10161055657667112,2,smooth5_top25,0.8,5,-0.353;0.718;-1.150;-0.599;1.513,36,0.0,fake,9
vendor_09,-0.24232944252921976,-0.1821195884285467,0.06020985410067306,1,smooth5_all,0.6,5,-3.374;2.633;0.163;-1.899;1.583,36,0.0,fake,10
vendor_10,-0.6462797509189393,0.29827880021783676,0.944558551136776,3,smooth20_all,0.4,5,-0.718;-1.647;-1.138;2.267;-1.115,36,0.0,fake,11
vendor_11,-1.5394972479307383,-0.79880083832617,0.7406964096045683,1,smooth1_top25,0.8,5,-2.876;-1.397;-0.884;-1.578;-0.857,36,0.0,fake,12
vendor_00,1.2167526418499626,1.5277328117230358,0.3109801698730732,3,smooth1_top25,0.6,5,1.726;0.496;-0.331;3.667;0.574,37,0.05,REAL,1
vendor_01,1.2167526418499626,1.5277328117230358,0.3109801698730732,3,smooth1_top25,0.6,5,1.726;0.496;-0.331;3.667;0.574,37,0.04,REAL,2
vendor_03,0.8316320898723172,1.0758357178457563,0.24420362797343909,1,smooth20_all,0.8,5,1.230;1.162;-0.019;2.624;-0.211,37,0.025,REAL,3
vendor_02,0.7741065604262201,1.320056704175236,0.545950143749016,2,smooth5_top25,0.6,5,0.548;0.383;0.535;1.447;0.927,37,0.03,REAL,4
vendor_04,0.45896202682845433,0.5648464149121878,0.10588438808373346,2,smooth20_top25,0.6,5,1.430;-0.632;-2.185;3.838;-0.097,37,0.01,REAL,5
vendor_10,0.38198638259210704,0.662707571350673,0.280721188758566,1,smooth1_top25,0.8,5,0.410;1.831;-1.371;1.210;-0.122,37,0.0,fake,6
vendor_11,0.2526446736273637,0.33265817933901665,0.08001350571165294,2,smooth1_all,0.8,5,0.540;0.028;-1.342;1.607;0.619,37,0.0,fake,7
vendor_08,0.22048262100653718,0.7427045207664317,0.5222218997598945,1,smooth5_top25,0.8,5,-0.477;0.239;2.432;-0.862;-0.260,37,0.0,fake,8
vendor_05,-0.02738097860469313,1.1951400613287533,1.2225210399334463,0,smooth1_top50,1.0,5,0.148;0.410;1.619;-1.967;-0.094,37,0.0,fake,9
vendor_09,-0.4132362271940545,-0.032989538491448214,0.3802466887026063,3,smooth1_all,0.4,5,-1.852;1.586;0.784;-1.852;-0.212,37,0.0,fake,10
vendor_07,-0.64760613650041,-0.40809455317406357,0.23951158332634642,4,smooth1_all,0.4,5,-0.701;0.033;-2.011;0.754;-1.482,37,0.0,fake,11
vendor_06,-0.8347388420171734,-0.15033704513829396,0.6844017968788795,4,smooth5_all,0.4,5,-0.267;-2.324;-0.643;0.718;-1.755,37,0.0,fake,12
vendor_01,2.04899483944931,2.0652244895165848,0.016229650067274726,0,smooth5_top25,1.0,5,1.159;0.610;3.669;-0.326;4.745,38,0.04,REAL,1
vendor_00,1.5333078595937726,2.0478326504222517,0.5145247908284791,2,smooth5_top50,0.6,5,1.350;0.102;3.544;-2.211;4.712,38,0.05,REAL,2
vendor_04,1.4159124202880924,1.4944634081158445,0.07855098782775216,0,smooth20_top25,1.0,5,0.052;-0.186;2.420;1.171;3.641,38,0.01,REAL,3
vendor_11,1.1281576874037451,1.7719826516429673,0.6438249642392222,4,smooth1_top50,0.2,5,1.097;0.595;1.375;1.537;1.086,38,0.0,fake,4
vendor_03,1.0728743607865288,1.316132504506999,0.24325814372047017,1,smooth20_top25,0.6,5,0.263;-0.827;2.769;0.371;3.475,38,0.025,REAL,5
vendor_02,0.9907397015962898,1.333778396754786,0.3430386951584963,3,smooth5_top25,0.4,5,-0.002;1.270;2.723;-2.324;4.641,38,0.03,REAL,6
vendor_06,0.8375833993414721,1.3863978631876985,0.5488144638462265,2,smooth5_top25,0.6,5,-1.262;0.716;0.747;1.318;2.664,38,0.0,fake,7
vendor_09,0.4821609971138079,0.5554839700611091,0.07332297294730117,2,smooth5_all,0.8,5,0.962;-0.759;1.596;0.500;0.187,38,0.0,fake,8
vendor_10,0.42995623448780346,1.443774799766535,1.0138185652787317,1,smooth20_top50,0.6,5,2.249;0.524;-2.081;1.389;-0.070,38,0.0,fake,9
vendor_08,0.35747045534717403,0.5365878671682808,0.17911741182110674,3,smooth1_top25,0.6,5,0.470;2.456;0.031;1.786;-2.341,38,0.0,fake,10
vendor_05,-0.3210852412671585,0.5156070720608479,0.8366923133280064,1,smooth20_top25,0.6,5,1.718;-1.146;-1.703;0.399;-0.611,38,0.0,fake,11
vendor_07,-0.6247433126221917,0.3420537418605544,0.9667970544827461,3,smooth5_all,0.6,5,0.864;-0.414;-1.440;-0.415;-1.131,38,0.0,fake,12
vendor_00,1.9716472511085237,2.1089287910092462,0.13728153990072256,0,smooth5_all,1.0,5,2.808;2.090;2.192;1.587;1.314,39,0.05,REAL,1
vendor_01,1.9716472511085237,2.1089287910092462,0.13728153990072256,0,smooth5_all,1.0,5,2.808;2.090;2.192;1.587;1.314,39,0.04,REAL,2
vendor_03,1.3162275491785298,1.6515247741796484,0.3352972250011186,2,smooth20_top25,0.6,5,0.176;2.119;1.728;1.242;1.338,39,0.025,REAL,3
vendor_02,1.3095306321041182,1.894667672901851,0.5851370407977328,1,smooth5_all,0.8,5,2.248;1.735;0.727;0.917;1.142,39,0.03,REAL,4
vendor_09,0.7178939151342775,0.709714875682348,-0.008179039451929437,1,smooth1_top50,0.6,5,1.864;0.028;-0.229;2.574;-0.521,39,0.0,fake,5
vendor_04,0.6385474355463466,0.9576268417801241,0.3190794062337775,2,smooth20_all,0.6,5,0.958;-0.402;0.393;3.484;-0.580,39,0.01,REAL,6
vendor_08,0.07456486481751586,0.24720205576972595,0.17263719095221008,3,smooth1_top25,0.4,5,0.288;0.896;0.855;-0.950;-0.554,39,0.0,fake,7
vendor_05,0.03976920356445028,0.7398061258448536,0.7000369222804034,2,smooth1_all,0.8,5,0.910;-0.172;0.692;-0.450;-0.527,39,0.0,fake,8
vendor_06,-0.10776230682245547,0.664105890707627,0.7718681975300825,1,smooth20_all,0.6,5,1.790;-2.969;0.688;0.240;-0.315,39,0.0,fake,9
vendor_07,-0.5604104337467698,-0.16088433741152472,0.39952609633524505,1,smooth20_top25,0.6,5,-0.308;0.316;-1.189;-1.698;0.552,39,0.0,fake,10
vendor_11,-0.8283812384747625,-0.4333749320345626,0.3950063064401999,1,smooth1_top25,0.6,5,-0.969;-1.967;-0.026;0.006;-1.102,39,0.0,fake,11
vendor_10,-1.2934557316463153,-0.5046809839115434,0.788774747734772,1,smooth20_top25,0.6,5,1.053;-3.171;-0.692;-1.679;-1.834,39,0.0,fake,12
